18459	10816
10645	10816
17562	10816
19450	10816
1862	10816
1862	12499
1862	3482
1862	16408
472	10816
8153	10816
8153	12499
8153	13997
8153	6241
15078	10816
15078	1994
6940	10816
6940	3629
6940	4179
15773	11828
15773	2737
15773	9713
15773	19557
15773	11818
15773	9053
15773	3536
15773	4914
15773	9234
15773	7028
15773	16790
15773	11609
15773	16454
15773	3931
15773	8801
15773	19248
15773	16282
15773	14623
15773	17234
15773	18654
15773	16229
15773	9704
15773	15407
15773	12798
15773	17021
15773	19145
15773	739
15773	18581
15773	17330
15773	17582
15773	11490
15773	11195
15773	1623
15773	985
15348	10816
15348	18735
15348	16854
15348	7284
15348	3288
17021	10816
17021	11802
17021	17856
5870	10816
5870	13059
5870	10773
5870	5
5870	3261
5870	16671
5870	16733
5607	1994
5607	3288
318	3482
11050	10816
11050	1994
18059	10816
18059	13059
18059	3482
18059	16408
18059	2291
18059	2170
12307	10816
10017	10816
10017	18
10017	2513
10017	7977
101	10816
12499	10816
6169	10816
6169	13059
6169	8139
2110	10816
2110	8544
313	11802
313	17856
313	17021
313	16611
11684	18
11684	13997
3834	8069
3834	6095
3834	1263
3834	18267
3834	9659
3834	5900
3834	13726
3834	785
3834	18131
3834	15911
3834	12201
3834	16525
3834	14809
3834	2604
3834	19630
3834	4691
3834	8157
3834	18567
3834	18178
3834	11534
3834	10373
3834	1682
3834	1983
3834	13871
3834	12398
3834	898
3834	19346
3834	19407
3834	15169
3834	16379
3834	11769
3834	8872
3834	2158
3834	17803
3834	1187
3834	7692
3834	12744
3834	4792
15413	1921
15413	2003
15413	5354
15413	14272
15413	18271
3699	8069
3699	14272
3699	1155
3699	1536
1682	5900
1682	15585
1682	938
6421	8069
13841	8069
14863	16048
14863	18711
14863	18327
14863	19346
14863	3193
3530	8069
12522	8069
17889	14854
412	8069
412	3858
14852	3858
14852	14854
14852	18790
14852	18588
14852	3693
5927	8069
2485	8069
4030	8069
4030	9166
4030	5900
4030	9304
4030	6366
4030	18178
4030	11534
4030	10373
4030	1983
4030	9320
4030	18327
4030	5878
4030	11769
4030	8872
4030	12786
4030	14740
4030	5077
14272	309
14272	14595
14272	671
14272	18013
14272	12584
14272	1155
14272	1183
14272	8528
14272	19105
14272	9218
14272	16691
14272	12633
11420	8069
16833	8069
16833	785
4078	309
4078	2801
4078	6366
4078	14921
4078	3510
4078	1536
4078	12522
4078	12386
4078	16779
4078	1183
4078	8528
4078	19105
4078	3372
4078	9218
4078	12633
4078	1382
7718	8069
7718	5847
16829	8069
14085	9939
18013	8069
18013	785
18013	4241
18013	8528
18013	14700
18013	19006
16724	297
297	2727
297	6508
15171	297
15171	2332
7120	297
12828	297
12828	13658
12828	5849
17149	297
8010	297
6390	297
6390	15859
8296	297
8296	6786
8296	8380
8296	11513
8296	6717
8296	13289
8296	8421
8296	617
8296	18199
18004	297
6297	297
7487	297
7487	14082
7487	6508
344	297
18199	297
18199	1329
18199	18612
18199	10575
4220	297
10187	297
10187	16201
6251	297
6251	18698
6251	16149
6251	6786
6251	11513
6251	13683
6251	12154
6251	2191
11179	14521
11179	16250
11766	18698
11766	18481
11766	8380
11766	9794
11766	13289
11766	9595
11766	17647
11766	12789
11766	13484
