133	0
842	1
595	0
1785	2
2750	3
1004	3
3118	0
167	1
1056	3
515	4
3177	1
29	0
1863	2
2797	1
1464	2
486	1
859	2
1189	5
2146	0
2684	0
1690	0
2073	1
129	1
3095	2
2217	1
520	5
507	2
1811	0
1186	1
888	5
1467	5
38	5
1674	5
1908	0
258	1
632	0
463	3
539	1
1213	0
1176	0
3102	0
823	0
2331	0
1159	0
2109	0
1103	0
376	0
535	0
2260	1
2901	0
749	1
2035	1
260	0
3193	4
992	1
1366	2
2441	5
2539	2
171	1
1239	0
2865	2
1832	4
1060	1
1313	3
452	0
1988	1
169	1
1849	1
2917	2
1059	1
781	0
1614	0
882	0
2978	2
1921	5
186	0
2393	0
2780	5
525	5
360	1
3242	2
523	0
13	1
2733	5
847	0
2082	1
2044	2
57	3
2934	1
1642	0
3057	5
306	4
2778	0
2294	1
564	1
188	1
2293	5
2348	3
1421	1
2093	0
1786	1
1997	0
530	5
1133	1
2842	0
2192	1
2737	1
509	1
2919	2
2507	0
443	0
3039	0
756	2
1963	3
851	0
2013	0
289	0
1211	2
1006	1
1640	0
2058	2
538	0
2634	1
2550	5
2663	3
2167	0
2286	3
1296	1
1079	2
2105	4
1301	5
2045	0
3098	0
1024	0
814	3
2248	4
1409	0
2497	0
864	0
720	0
2915	3
2973	0
416	0
313	4
1330	0
1418	0
524	0
585	1
712	0
1477	2
2707	2
1399	1
61	1
345	1
1716	1
1913	1
1072	1
1443	1
446	0
671	5
1351	0
1611	4
1353	5
1843	0
92	2
1322	0
1450	0
2361	1
2823	2
375	4
1813	0
1488	0
517	5
3228	3
389	0
1583	5
874	1
770	0
797	1
1323	5
3077	1
2869	0
1187	1
3036	5
140	1
977	0
124	0
212	0
629	0
652	1
351	0
2664	5
2416	0
1047	0
1679	1
395	4
2985	0
732	0
2056	0
2321	0
94	1
945	3
2517	0
1257	0
1287	0
696	1
440	1
3229	4
1500	0
247	0
147	4
1659	0
1789	1
1793	1
2097	0
1562	5
1192	1
2031	3
657	5
1632	1
122	1
802	1
2258	1
2629	1
2332	1
2371	4
1956	0
78	1
2800	1
788	0
936	0
3124	1
349	1
768	1
880	1
505	1
1995	1
3184	0
2946	2
3117	0
1283	0
3258	0
250	0
1334	5
2608	1
1028	0
2012	0
3241	0
2864	1
3175	4
93	0
923	1
556	0
824	1
2616	1
1405	0
90	1
2866	1
487	0
2671	1
2065	0
2322	1
1969	5
